"","Nimi","Osoite","Postinro","Paikkakunta","Kaupunginosa","Aukioloaika","NA"
"14055","Sonera Kauppa","Piispansilta 11 S 75","02230","Espoo","Matinkylä","","Matkapuhelimet"
"14058","Sonera Kauppa","Urho Kekkosen katu 1","00100","Helsinki","Kamppi","","Matkapuhelimet"
"14059","Sonera Kauppa","Kaivokatu 10","00100","Helsinki","Kluuvi","","Matkapuhelimet"
"14060","Sonera Kauppa","Itäkatu 1-5 A 18","00930","Helsinki","Itäkeskus","","Matkapuhelimet"
"14084","Sonera Kauppa","Asematie 4","01300","Vantaa","Tikkurila","","Matkapuhelimet"
"14085","Sonera Kauppa","Vantaanportinkatu 3","01510","Vantaa","Pakkala","","Matkapuhelimet"
"14086","Sonera Piste","Urho Kekkosen katu 1","00100","Helsinki","Kamppi","","Matkapuhelimet"
"14089","Sörnäisten apteekki","Hämeentie 58-60","00500","Helsinki","Harju","","Apteekit"
"14090","Sotka","Kuitinmäentie 29","02240","Espoo","Friisilä","","Sisustusliikkeet"
"14091","Sotka","Espoontie 25","02740","Espoo","Karvasmäki","","Sisustusliikkeet"
"14094","Sotka","Varikkotie 2","00880","Helsinki","Roihupelto","","Sisustusliikkeet"
"14136","Sotka","Porttisuontie 1","01200","Vantaa","Kuninkaala","","Sisustusliikkeet"
"14137","Sotka","Martinkyläntie 47","01720","Vantaa","Varisto","","Sisustusliikkeet"
"14140","Soukan apteekki","Yläkartanontie 28","02360","Espoo","Soukanmäki","","Apteekit"
"14141","Soul Home Shop","Urho Kekkosen katu 1","00100","Helsinki","Kamppi","","Sisustusliikkeet"
"14142","Soundata","Albertinkatu 46","00180","Helsinki","Kamppi","","Musiikkiliikkeet"
"14143","Southern Fried Chicken","Mannerheimintie 20 A","00100","Helsinki","Kamppi","","Ravintolat"
"14146","Specsavers","Leppävaarankatu 3-9","02600","Espoo","Etelä-Leppävaara","","Optikot"
"14147","Specsavers","Siltakatu 11","02770","Espoo","Suvela","","Optikot"
"14148","Specsavers","Piispansilta 11","02230","Espoo","Matinkylä","","Optikot"
"14149","Specsavers","Espoonlahdenkatu 4","02320","Espoo","Espoonlahti","","Optikot"
"14150","Specsavers","Isonniitynkuja 2","02270","Espoo","Eestinmalmi","","Optikot"
"14153","Specsavers","Martinpojankatu 4 A","00420","Helsinki","Kannelmäki","","Optikot"
"14154","Specsavers","Mannerheimintie 20","00100","Helsinki","Kamppi","","Optikot"
"14161","Specsavers","Tunnelitie 4","02700","Kauniainen"," ","","Optikot"
"14188","Specsavers","Asematie 4-10","01300","Vantaa","Tikkurila","","Optikot"
"14189","Specsavers","Martinkyläntie 48","01720","Vantaa","Varisto","","Optikot"
"14190","Specsavers","Vantaanportinkatu 3","01510","Vantaa","Pakkala","","Optikot"
"14191","Specsavers","Neilikkatie 17","01300","Vantaa","Tikkurila","","Optikot"
"14192","Specsavers","Iskoskuja 3 C 132","01600","Vantaa","Myyrmäki","","Optikot"
"14195","Spice Ice","Piispansilta 11","02230","Espoo","Matinkylä","","Jäätelöbaarit"
"14196","Spice Ice","Urho Kekkosen katu 1 B","00100","Helsinki","Kamppi","","Jäätelöbaarit"
"14197","Spice Ice","Itäkatu 1-5 A 14","00930","Helsinki","Itäkeskus","","Jäätelöbaarit"
"14214","Spice Ice","Tasetie 8","01510","Vantaa","Pakkala","","Jäätelöbaarit"
"14215","Spice Ice","Vantaanportinkatu 3","01510","Vantaa","Pakkala","","Jäätelöbaarit"
"14216","Spice Ice","Valuuttakatu 3","01510","Vantaa","Pakkala","","Jäätelöbaarit"
"14217","Spice Ice","Iskoskuja 3","01600","Vantaa","Myyrmäki","","Jäätelöbaarit"
"14220","Spirit Store","Piispansilta 11","02230","Espoo","Matinkylä","","Vaatekaupat"
"14221","Spirit Store","Itäkatu 1-5","00930","Helsinki","Itäkeskus","","Vaatekaupat"
"14222","Spirit Store","Kaivokatu 8","00100","Helsinki","Kluuvi","","Vaatekaupat"
"14223","Spirit Store","Urho Kekkosen katu 3-5","00100","Helsinki","Kamppi","","Vaatekaupat"
"14232","Spirit Store","Tasetie 8","01510","Vantaa","Pakkala","","Vaatekaupat"
"14234","Sportia","Koivu-Mankkaantie 5","02200","Espoo","Länsikorkee","","Urheilukaupat"
"14283","Sportia","Iskoskuja 3","01600","Vantaa"," ","","Urheilukaupat"
"14284","Sportia","Sähkötie 2-6","01510","Vantaa","Tammisto","","Urheilukaupat"
"14290","Sportin Myyrmanni","Iskoskuja 3","01600","Vantaa","Myyrmäki","","Urheilukaupat"
"14297","St1 Voutila","Nuolitie 1","01740","Vantaa","Viinikkala","","Huoltoasemat"
"14298","Stadium","Länsituulentie 7","02100","Espoo","Tapiola","","Urheilukaupat"
"14299","Stadium","Leppävaarankatu 9","02600","Espoo","Etelä-Leppävaara","","Urheilukaupat"
"14300","Stadium","Piispansilta 11","02230","Espoo","Matinkylä","","Urheilukaupat"
"14301","Stadium","Jaakonkatu 1","00100","Helsinki","Kamppi","","Urheilukaupat"
"14302","Stadium","Turunlinnantie 2 A","00930","Helsinki","Itäkeskus","","Urheilukaupat"
"14303","Stadium","Simonkatu 2","00100","Helsinki","Kamppi","","Urheilukaupat"
"14319","Stadium","Valuuttakatu 3","01510","Vantaa","Pakkala","","Urheilukaupat"
"14320","Stadium","Iskoskuja 3","01600","Vantaa","Myyrmäki","","Urheilukaupat"
"14321","Stadium","Harkkokuja 1","01510","Vantaa","Pakkala","","Urheilukaupat"
"14322","Starkki","Olarinluoma 20","02200","Espoo","Niittykumpu","","Rautakaupat"
"14324","Starkki","Valokaari 6","00750","Helsinki","Siltamäki","","Rautakaupat"
"14325","Starkki","Sahaajankatu 6","00880","Helsinki","Herttoniemi","","Rautakaupat"
"14343","Starkki","Voimalantie 4","01620","Vantaa","Martinlaakso","","Rautakaupat"
"14347","Stemma","Varikkotie 2 B","00880","Helsinki","Roihupelto","","Sisustusliikkeet"
"14380","Stemma","Martinkyläntie 51","01720","Vantaa","Varisto","","Sisustusliikkeet"
"14384","Stockmann","Länsituulentie 5","02100","Espoo","Tapiola","","Sekatavarakaupat"
"14385","Stockmann","Itäkatu 7","00930","Helsinki","Itäkeskus","","Sekatavarakaupat"
"14386","Stockmann","Aleksanterinkatu 52","00100","Helsinki","Kluuvi","","Sekatavarakaupat"
"14390","Stockmann","Vantaanportinkatu 3","01510","Vantaa","Pakkala","","Sekatavarakaupat"
"14391","Stockmann Beauty","Leppävaarankatu 3-9","02600","Espoo","Etelä-Leppävaara","","Kauneus ja terveys"
"14392","Stockmann Beauty","Piispansilta 11","02230","Espoo","Matinkylä","","Kauneus ja terveys"
"14393","Stockmann Beauty","Urho Kekkosen katu 1","00100","Helsinki","Kamppi","","Kauneus ja terveys"
"14402","Streetwearcaps","Välimerenkatu 4","00220","Helsinki","Jätkäsaari","","Vaatekaupat"
"14403","studio em","Yrjönkatu 25","00100","Helsinki","Kamppi","","Vaatekaupat"
"14405","Studio25","Länsituulentie 12","02100","Espoo","Tapiola","","Vaatekaupat"
"14406","Studio25","Urho Kekkosen Katu 1","00100","Helsinki","Kamppi","","Vaatekaupat"
"14407","Studio25","Kaivokatu 8","00100","Helsinki","Kluuvi","","Vaatekaupat"
"14419","Stupido shop","Iso Roobertinkatu 23","00120","Helsinki","Punavuori","","Musiikkiliikkeet"
"14420","Subway","Leppävaarankatu 3-9","02600","Espoo","Etelä-Leppävaara","","Pikaruokalat"
"14421","Subway","Länsituulentie 4","02100","Espoo","Tapiola","","Pikaruokalat"
"14422","Subway","Valakuja 10","02770","Espoo","Suvela","","Pikaruokalat"
"14423","Subway","Lähderannantie 22","02720","Espoo","Lähderanta","","Pikaruokalat"
"14424","Subway","Kutojantie 1","02630","Espoo","Nuijala","","Pikaruokalat"
"14429","Subway","Vuotie 45","00980","Helsinki","Keski-Vuosaari","","Pikaruokalat"
"14430","Subway","Siltasaarenkatu 2","00530","Helsinki","Siltasaari","","Pikaruokalat"
"14431","Subway","Linnanrakentajantie 4","00810","Helsinki","Herttoniemenranta","","Pikaruokalat"
"14432","Subway","Lönnrotinkatu 35","00180","Helsinki","Kamppi","","Pikaruokalat"
"14433","Subway","Malminkaari 17-19","00700","Helsinki","Ala-Malmi","","Pikaruokalat"
"14434","Subway","Mannerheimintie 56 A","00260","Helsinki","Taka-Töölö","","Pikaruokalat"
"14435","Subway","Mäkelänkatu 31","00550","Helsinki","Vallila","","Pikaruokalat"
"14436","Subway","Porthaninkatu 7","00530","Helsinki","Linjat","","Pikaruokalat"
"14437","Subway","Itämerenkatu 21","00180","Helsinki","Ruoholahti","","Pikaruokalat"
"14438","Subway","Kontulankaari 1 A","00940","Helsinki","Kontula","","Pikaruokalat"
"14439","Subway","Tallinnanaukio 3","00930","Helsinki","Itäkeskus","","Pikaruokalat"
"14440","Subway","Pakilantie 8 A","00630","Helsinki","Maunula","","Pikaruokalat"
"14441","Subway","Ajomiehentie 1","00390","Helsinki","Konala","","Pikaruokalat"
"14442","Subway","Ratapihantie 6","00520","Helsinki","Keski-Pasila","","Pikaruokalat"
"14443","Subway","Teollisuuskatu 21","00510","Helsinki","Vallila","","Pikaruokalat"
"14444","Subway","Aleksanterinkatu 9","00100","Helsinki","Kluuvi","","Pikaruokalat"
"14445","Subway","Mannerheimintie 3-5","00100","Helsinki","Kluuvi","","Pikaruokalat"
"14446","Subway","Kampinkuja 2","00100","Helsinki","Kamppi","","Pikaruokalat"
"14447","Subway","Tyynenmerenkatu 11","00220","Helsinki","Jätkäsaari","","Pikaruokalat"
"14448","Subway","Pitäjänmäentie 14","00380","Helsinki","Pitäjänmäki","","Pikaruokalat"
"14468","Subway","Tunnelitie 4","02700","Kauniainen"," ","","Pikaruokalat"
"14547","Subway","Iskoskuja 3","01600","Vantaa","Myyrmäki","","Pikaruokalat"
"14548","Subway","Säätökuja 2 B 8","01510","Vantaa","Tammisto","","Pikaruokalat"
"14549","Subway","Kielotie 20","01300","Vantaa","Tikkurila","","Pikaruokalat"
"14554","Suklainen Helsinki","Tarkk'ampujankatu 4","00140","Helsinki","Ullanlinna","","Herkkupuodit"
"14562","Suomalainen kirjakauppa","Espoonlahdenkatu 4-6","02320","Espoo","Espoonlahti","","Kirjakaupat"
"14563","Suomalainen kirjakauppa","Leppävaarankatu 3-9","02600","Espoo","Etelä-Leppävaara","","Kirjakaupat"
"14564","Suomalainen kirjakauppa","Piispansilta 11","02230","Espoo","Matinkylä","","Kirjakaupat"
"14569","Suomalainen kirjakauppa","Urho Kekkosen katu 1","00100","Helsinki","Kamppi","","Kirjakaupat"
"14570","Suomalainen kirjakauppa","Aleksanterinkatu 23","00100","Helsinki","Kluuvi","","Kirjakaupat"
"14571","Suomalainen kirjakauppa","Turunlinnantie 8","00930","Helsinki","Itäkeskus","","Kirjakaupat"
"14572","Suomalainen kirjakauppa","Malminkaari 13-19","00700","Helsinki","Ala-Malmi","","Kirjakaupat"
"14573","Suomalainen kirjakauppa","Raumantie 1","00350","Helsinki","Munkkivuori","","Kirjakaupat"
"14574","Suomalainen kirjakauppa","Vuotie 45","00980","Helsinki","Keski-Vuosaari","","Kirjakaupat"
"14575","Suomalainen kirjakauppa","Kantelettarentie 1","00420","Helsinki","Kannelmäki","","Kirjakaupat"
"14614","Suomalainen kirjakauppa","Iskoskuja 3 A 10","01600","Vantaa","Myyrmäki","","Kirjakaupat"
"14615","Suomalainen kirjakauppa","Tikkuraitti 18","01300","Vantaa","Tikkurila","","Kirjakaupat"
"14616","Suomalainen kirjakauppa","Vantaanportinkatu 3","01510","Vantaa","Pakkala","","Kirjakaupat"
"14618","Suomen Kultakello","Mikonkatu 6","00100","Helsinki","Kluuvi","","Koru- Ja kelloliikkeet"
"14619","Suomen Kultakello","Aleksanterinkatu 50","00100","Helsinki","Kluuvi","","Koru- Ja kelloliikkeet"
"14620","Suomen Pakukuljetus","Aino Ackten tie 1 B 16","00400","Helsinki","Pohjois-Haaga","",""
"14622","Suomenlinnan kirjasto","Suomenlinna C 31","00190","Helsinki","Suomenlinna","","Kirjastot"
"14625","SuomenPolkupyörätukku","Oravannahkatori 3","02120","Espoo","Länsikorkee","","Urheilukaupat"
"14626","SuomenPolkupyörätukku","Pihatörmä 1","02210","Espoo","Friisilä","","Urheilukaupat"
"14627","SuomenPolkupyörätukku","Helsinginkatu 18","00530","Helsinki","Harju","","Urheilukaupat"
"14628","SuomenPolkupyörätukku","Itäkatu 1-5","00930","Helsinki","Itäkeskus","","Urheilukaupat"
"14629","SuomenPolkupyörätukku","Malmin Raitti 9","00700","Helsinki","Ylä-Malmi","","Urheilukaupat"
"14640","SuomenPolkupyörätukku","Valimotie 29","01510","Vantaa","Pakkala","","Urheilukaupat"
"14641","SuomenPolkupyörätukku","Petikontie 3","01720","Vantaa","Petikko","","Urheilukaupat"
"14648","Superpirate","Mannerheimintie 20 A","00100","Helsinki","Kamppi","","Vaatekaupat"
"14650","Suutari Alladin Oy","Kaivokatu 10 B","00100","Helsinki","Kluuvi","",""
"14651","Suutari/Tavarasäilytys","Urho Kekkosen katu 1","00100","Helsinki","Kamppi","","Kenkäkaupat"
"14652","Suutarilan kirjasto","Seulastentie 11","00099","Helsinki","Siltamäki","","Kirjastot"
"14653","Suutaripalvelu Forum","Mannerheimintie 20 A","00100","Helsinki","Kamppi","","Kenkäkaupat"
"14654","Suvelan apteekki","Sokinsuontie 4","02760","Espoo","Suvela","","Apteekit"
"14656","Swengi Karaoke Nightclub","Iso-Roobertinkatu 10","00120","Helsinki","Punavuori","","Baarit ja yökerhot"
"14659","Synsam","Fredrikinkatu 16","00120","Helsinki","Punavuori","","Optikot"
"14660","Synsam","Malmin Kauppatie 18","00700","Helsinki","Ylä-Malmi","","Optikot"
"14661","Synsam","Itäkatu 1-5","00930","Helsinki","Itäkeskus","","Optikot"
"14662","Synsam","Mannerheimintie 2","00100","Helsinki","Kaartinkaupunki","","Optikot"
"14663","Synsam","Hämeentie 30","00530","Helsinki","Torkkelinmäki","","Optikot"
"14664","Synsam","Urho Kekkosen katu 1","00100","Helsinki","Kamppi","","Optikot"
"14704","Synsam","Asematie 1","01300","Vantaa","Tikkurila","","Optikot"
"14707","System 1","Kastelholmantie 2","00900","Helsinki","Itäkeskus","","Urheilukaupat"
"14711","Tähti Optikko Kamppi","Urho Kekkosen katu 1","00100","Helsinki","Kamppi","","Optikot"
"14716","Takkakeskus","Martinkyläntie 61","01720","Vantaa","Varisto","","Muut"
"14726","Tanema Oy","Hämeentie 23","00500","Helsinki","Torkkelinmäki","","Sekatavarakaupat"
"14727","Tanema Oy","Laivurinkatu 43","00150","Helsinki","Ullanlinna","","Sekatavarakaupat"
"14729","Tanssikoulu Studio High Heels","Urho Kekkosen katu 1","00100","Helsinki","Kamppi","","Muut"
"14730","Tapanilan kirjasto","Hiidenkiventie 21","00099","Helsinki","Tapanila","","Kirjastot"
"14733","Tapiolan Apteekki","Kauppamiehentie 6","02100","Espoo","Tapiola","","Apteekit"
"14734","Tapiolan Otso apteekki","Länsituulentie 6","02100","Espoo","Tapiola","","Apteekit"
"14735","Tapuli apteekki","Ajurinaukio 5","00750","Helsinki","Tapulikaupunki","","Apteekit"
"14736","Tapulikaupungin kirjasto","Ajurinaukio 5","00099","Helsinki","Tapulikaupunki","","Kirjastot"
"14737","tarjostalo","Tuulimyllyntie 2 D 31","00920","Helsinki","Myllypuro","","Sekatavarakaupat"
"14738","Tarjoustalo","Kamreerintie 3","02240","Espoo","Suvela","","Sekatavarakaupat"
"14739","Tarjoustalo","Sinikalliontie 1","02630","Espoo","Taavinkylä","","Sekatavarakaupat"
"14742","Tarjoustalo","Hämeentie 111","00560","Helsinki","Toukola","","Sekatavarakaupat"
"14743","Tarjoustalo","Turunlinnantie 4","00930","Helsinki","Itäkeskus","","Sekatavarakaupat"
"14744","Tarjoustalo","Vilhonkatu 5","00100","Helsinki","Kluuvi","","Sekatavarakaupat"
"14745","Tarjoustalo","Ala-Malmin tori 5","00700","Helsinki","Ala-Malmi","","Sekatavarakaupat"
"14756","Tarjoustalo","Laukkarinne 6","01200","Vantaa","Hakunila","","Sekatavarakaupat"
"14757","Tarjoustalo","Klinkkerikaari 2","01720","Vantaa","Petikko","","Sekatavarakaupat"
"14758","Tarjoustalo","Valimokuja 2","01510","Vantaa","Pakkala","","Sekatavarakaupat"
"14759","Tarjoustalo","Asematie 11","01300","Vantaa","Tikkurila","","Sekatavarakaupat"
"14760","Tarjoustalo","Liesitori 1","01600","Vantaa","Myyrmäki","","Sekatavarakaupat"
"14761","Tarjoustalo","Porttisuontie 4","01200","Vantaa","Kuninkaala","","Sekatavarakaupat"
"14768","Tarmo Lähikauppias","Suvisaarentie 23","02380","Espoo","Suvisaaret","","Ruokakaupat"
"14771","Tarmo Lähikauppias","Mätästie 3","00770","Helsinki","Jakomäki","","Ruokakaupat"
"14841","tattoomaailma.com","Wallininkatu 10","00530","Helsinki","Linjat","","Muut"
"14842","Taverna Zorbas","Läntinen Brahenkatu 4","00510","Helsinki","Harju","","Ravintolat"
"14844","Täyspotti","Urho Kekkosen katu 1","00100","Helsinki","Kamppi","","Muut"
"14845","Tazzia","Mannerheimintie 20 A","00100","Helsinki","Kamppi","","Vaatekaupat"
"14846","Team Place","Mannerheimintie 20 A","00100","Helsinki","Kluuvi","","Vaatekaupat"
"14847","Teboil Kaivoksela","Vanha Kaarelantie 35","01610","Vantaa","Kaivoksela","","Huoltoasemat"
"14852","Teboil Tammisto","Valimotie 10 B","01510","Vantaa","Tammisto","","Huoltoasemat"
"14853","Tector","Leppävaarankatu 3-9","02600","Espoo","Etelä-Leppävaara","","Tietokoneliikkeet"
"14854","Tector","Aleksanterinkatu 9","00100","Helsinki","Kluuvi","","Tietokoneliikkeet"
"14855","Tector","Mannerheimintie 22-24","00100","Helsinki","Kamppi","","Tietokoneliikkeet"
"14856","Tector","Rälssintie 12","00720","Helsinki","Pukinmäki","","Tietokoneliikkeet"
"14857","Teehuone Pieni Kilpikonna","Arkadiankatu 15","00100","Helsinki","Kamppi / Töölö","","Muut"
"14861","Tefal Outlet Espoo","Kutojantie 7","02630","Espoo","Nuijala","","Muut"
"14864","Teknikmagasinet","Piispansilta 11","02230","Espoo","Matinkylä","","Sekatavarakaupat"
"14865","Teknikmagasinet","Leppävaarankatu 3-9","02600","Espoo","Etelä-Leppävaara","","Sekatavarakaupat"
"14866","Teknikmagasinet","Itäkatu 1-7","00930","Helsinki","Itäkeskus","","Sekatavarakaupat"
"14867","Teknikmagasinet","Urho Kekkosen katu 1","00100","Helsinki","Kamppi","","Sekatavarakaupat"
"14870","Teknikmagasinet","Vantaanportinkatu 3","01510","Vantaa","Pakkala","","Sekatavarakaupat"
"14923","Televideo-Finland Oy","Koroistentie 3","00280","Helsinki","Ruskeasuo","","Elektroniikkaliikkeet"
"14931","TEXfit","Urho Kekkosen katu 1","00100","Helsinki","Kamppi","","Pesulat"
"14934","The Body Shop","Leppävaarankatu 3-9","02600","Espoo","Etelä-Leppävaara","","Kauneus ja terveys"
"14935","The Body Shop","Piispansilta 11","02230","Espoo","Matinkylä","","Kauneus ja terveys"
"14936","The Body Shop","Länsituulentie 12","02100","Espoo","Tapiola","","Kauneus ja terveys"
"14938","The Body Shop","Urho Kekkosen katu 1","00100","Helsinki","Kamppi","","Kauneus ja terveys"
"14939","The Body Shop","Aleksanterinkatu 9","00100","Helsinki","Kluuvi","","Kauneus ja terveys"
"14940","The Body Shop","Kantelettarentie 1","00420","Helsinki","Kannelmäki","","Kauneus ja terveys"
"14941","The Body Shop","Itäkatu 1-5 C 132","00930","Helsinki","Itäkeskus","","Kauneus ja terveys"
"14942","The Body Shop","Mannerheimintie 20","00100","Helsinki","Kamppi","","Kauneus ja terveys"
"14966","The Body Shop","Vantaanportinkatu 3","01510","Vantaa","Pakkala","","Kauneus ja terveys"
"14967","The Club","Mannerheimintie 20 A","00100","Helsinki","Kamppi","","Baarit ja yökerhot"
"14968","The Shirt Factory","Urho Kekkosen katu 1","00100","Helsinki","Kamppi","","Vaatekaupat"
"14969","Tietokonehuolto Apache","Pasilan Asema","00520","Helsinki","Keski-Pasila","","Tietokoneliikkeet"
"14971","Tietokonehuolto Bitmaster","Pursimiehenkatu 16","00150","Helsinki","Punavuori","","Tietokoneliikkeet"
"14972","Tietokonehuoltokotiin.com","Merivirta 6 A","02320","Espoo","Kivenlahti","","Tietokoneliikkeet"
"14974","Tiger","Tapiontori 1","02100","Espoo","Tapiola","","Lahjatavarakaupat"
"14975","Tiger","Piispansilta","02230","Espoo","Matinkylä","","Lahjatavarakaupat"
"14976","Tiger","Itäkatu 7 E 7","00930","Helsinki","Itäkeskus","","Lahjatavarakaupat"
"14977","Tiger","Vuotie 45","00980","Helsinki","Keski-Vuosaari","","Lahjatavarakaupat"
"14978","Tiger","Kaivokatu 8","00100","Helsinki","Kluuvi","","Lahjatavarakaupat"
"14979","Tiger","Vuorikatu 12","00100","Helsinki","Kluuvi","","Lahjatavarakaupat"
"14980","Tiger","Urho Kekkosen katu 1","00100","Helsinki","Kamppi","","Lahjatavarakaupat"
"14981","Tiger","Itämerenkatu 21","00180","Helsinki","Ruoholahti","","Lahjatavarakaupat"
"14982","Tiger","Kantelettarentie 1","00420","Helsinki","Kannelmäki","","Lahjatavarakaupat"
"14995","Tii-tukka","Kiulukuja 4","01360","Vantaa","Havukoski","","Parturit ja kampaamot"
"14998","Tiketti","Länsituulentie 5","02100","Espoo","Tapiola","","Muut"
"15000","Tiketti","Urho Kekkosen katu 4-6","00100","Helsinki","Kamppi","","Muut"
"15001","Tiketti","Helsinginkatu 16","00550","Helsinki","Harju","","Muut"
"15002","Tiketti","Aleksanterinkatu 52","00100","Helsinki","Kluuvi","","Muut"
"15003","Tiketti","Itäkatu 1","00930","Helsinki","Itäkeskus","","Muut"
"15004","Tiketti","Töölönkatu 51 B","00250","Helsinki","Taka-Töölö","","Muut"
"15024","Tiketti","Vantaanportinkatu 3","01510","Vantaa","Pakkala","","Muut"
"15026","Tikkurilan Ajomies","Peltolantie 2","01300","Vantaa","Viertola","","Urheilukaupat"
"15027","Tikkurilan Akvaario ja Lemmikki","Tikkuraitti 13","01300","Vantaa","Tikkurila","","Eläinkaupat"
"15028","Tikkurilan apteekki","Kielotie 11","01300","Vantaa","Tikkurila","","Apteekit"
"15029","Tikkurilan Asema Apteekki","Asematie 4-10","01300","Vantaa","Tikkurila","","Apteekit"
